Lens ID,concatenated_column,precision
172-871-247-936-822,"Rain water vessel A rain water vessel (1) includes a water inlet (21), a main tank (26), a dump tank (27) inside the main tank, and a diverter valve (31, 32). The diverter valve (31, 32) is, after a period without rainfall of less than 1 hour, normally in a first condition in which it directs rain water entering the inlet (21) into the dump tank (27). A float (33) is operated when the dump tank is filled with water to a predetermined amount, to cause the diverter valve to be put in a second condition in which it causes the rain water to flow to the main tank (26). A drain (34, 36) lowers the amount of water in the dump tank over a period of time in excess of 1 minute by outflow to exterior of the vessel (1).",
032-780-444-485-450,"Water separation from particulate materials A process for removing water from particulate material slurries produced by horizontal drilling, vertical drilling and from dredging of bodies of water is disclosed. The process comprises a first step of water removal accomplished by diffusing a chemical reagent into the particulate material source stream that results in separating out a clean water fraction and a second step of reacting the sludge with a demulsifier and a superabsorbent polymer that locks onto the water in the remaining slurry thus turning the slurry into a solid crust. The crust is ground into a particulate form and disposed in a landfill. The combined effect of the treatments is the thickening of the particulate material slurry from about 10% solids to about 25% solids. The removed water may be used for further drilling and drinking. Another benefit is the reduced volume of the particulate material that needs to be disposed in landfills.",
134-439-269-437-759,"Raw sewage disposal apparatus A raw sewage disposal apparatus for evaporating and drying raw sewage by heating. An evaporation container has a closed bottom portion and an opened upper portion for containing raw sewage thereon. A rotary holding structure holds an upper end of the evaporation container so as to permit horizontal rotation thereof. A covering supports the rotary holding structure and closes the opened upper portion of the evaporation container from the atmosphere. A frame capable of hanging the evaporation container supports the covering substantially horizontally. A driving device is provided for rotating the evaporation container, and an electromagnetic heating means is disposed close to a lower surface of the evaporation container and generates a high-frequency electromagnetic wave which is supplied to the evaporation container.",
047-199-136-157-979,"Assembling module for sanitary plumbing and method for manufacturing same An assembling module (10) for the sanitary plumbing of a building has one or several conduit portions (14, 16) which are tightly connected with a shut-off device (18) and a meter base (20) each. The conduit portions (14, 16) and the shut-off devices (18) as well as the meter bases (20) are arranged in a parallelepiped-shaped foamed encapsulation (12) which locates the foam-encapsulated parts in a three-dimensionally secure manner and simultaneously constitutes the outer surface of the assembling module (10). The foamed encapsulation (12) is moisture-repellent and has a density of a least 50 kg/m3. At each end of the conduit portions (14, 16) a connection socket (22) is arranged which protrudes outwardly from the foamed encapsulation (12). At two opposite sides of the assembling module (10) one fixing element (26) each can be arranged within the foamed encapsulation (12), at which brackets (28, 30) are attached for mounting the assembling module (10). The assembling module (10) lends itself to an economic manufacture, easy installation and convenient tiling.",
096-382-428-085-332,"Method for the production and use of ultrapure water and apparatus therefor Ultrapure water are produced and used by subjecting deionized water, which has been obtained from a deionization step making use of an ion-exchange resin, successively to a sterilization treatment, an activated carbon treatment, an ion-exchange resin treatment and a permeable membrane treatment. The water is fed from each of the steps of the treatments after at least the sterilization tretment (inclusive) to the next step through first piping made of a crystalline polyether ether ketone resin having a recurring unit of the following formula: <IMAGE> The thus-produced ultrapure water is then fed through second piping, which is also made of the crystalline polyether ether ketone resin, to and through a use system of the ultrapure water.",
073-301-586-214-660,Control system for meter actuated regeneration in a water treatment system This invention relates to a control system for regeneration of a water treatment system in which a water meter monitors water usage and mechanically drives a water volume wheel to an operative position to call for regeneration when a predetermined volume of water has been treated and then automatically resets itself. A timer wheel driven by a motor is included within the control system such that the timer wheel and the water volume wheel coact to activate the regeneration cycle mechanism at a predetermined time after a predetermined volume of water has passed through the water meter. The mechanism is adjustable relative to the water treating capacity of the treatment system and the condition of the water being treated so as to be able to vary the predetermined volume of water treated which will call for regeneration.,
127-591-699-265-97X,"System and method for encoding pipeline welds Systems and methods are provided for physically labeling structural features, such as weld joints in a pipeline, with pattern-based codes that uniquely identify respective features. The systems and methods are also provided for identifying the features based on imagery of the codes captured during subsequent inspection of the weld joints. In particular, the weld joints can be uniquely identified by encoding measured geographic coordinates within two distinguishable circular patterns that correspond to latitude and longitude, respectively. In addition, the pattern-based codes can be applied to respective weld joints using a contrast material such that the codes are revealed in the images of the weld joints captured during inspection. Furthermore, the systems and methods include analyzing the images captured during inspection to identify the inspected weld joints for the purpose of verifying that each weld joint was properly inspected in the field.",
138-260-001-644-568,"High output solar water distillation system A high output solar fluid distillation system is described that is practical to manufacture and efficient to operate, and can distill a variety of fluids such as water or ethyl alcohol. The distillation system uses a fluid feed system that collects source fluid and adds surfactant to improve wetting properties of the source fluid, and uniformly feeds the fluid to the evaporator. Uniquely designed multiple effect chambers expose the source fluid to multiple solar flux effects to condense a portion of the source fluid into distilled fluid. A fluid drain system separates the distilled fluid from the source fluid, while a front cooling mechanism removes external energy from the distillation by a combination of evaporation, convection and radiation. The resulting distillation system overcomes the high cost and complexity of present high performance solar distillation devices and produces more fluid per cost than low-tech versions.",
169-940-931-027-340,"Decoupling tidal effects from water depth measurements in stormwater drainage systems The invention is directed towards decoupling tidal effects from time-series depth measurements. A drainage sensor includes a fluid depth sensor. The drainage sensors are positioned at monitoring points in a drainage system. Stormwater flows into an input of the drainage system. A tidal depth sensor is positioned in a tidal body of water near an output of the drainage system. During period of high tide, tidal water backflows into the output of the drainage system. The decoupling is accomplished by generating a model of tidal backflow patterns based on data from the drainage sensors and the tidal sensor. The model accounts for a lag time between the tidal data measurements and measurements of the drainage sensors. The model is be used to predict the contribution of tidal backflow effects to stormwater data.",
002-142-065-939-42X,"Method and apparatus for abstracting water from air Method and apparatus for abstracting water from air wherein in a first phase of a recurring cycle a stream of cool, moist air from the atmosphere first cools a first heat storage condenser (1) and then humidifies a hygroscopic medium (14); in a second phase a stream of warm air additionally heated by solar radiation expels moisture from the hygroscopic medium and carries the moisture into said first heat storage condenser (1) where it condenses, releasing condensation heat, and drains away; in a third phase another stream of cool, moist air from the atmosphere first cools a second heat storage condenser (2) and then rehumidifies the hygroscopic medium, and in a fourth phase another stream of warm air heated by solar energy again expels the moisture from the hygroscopic medium and carries the moisture to said second heat storage condenser where it condenses and drains away, and wherein the warm air streams of the second and fourth phases, are preheated using the heat of condensation picked up by the said second heat storage condenser (2) in the fourth phase and the heat of condensation picked up by said first heat storage condenser (1) in the second phase, respectively, before being additionally heated by solar radiation and being used to expel moisture from the hygroscopic medium.",
140-649-281-825-669,"Purified water manufacturing device monitoring system and purified water manufacturing device monitoring method A purified water manufacturing device monitoring system includes: a detecting device that illuminates, with an inspection beam, water either that is in a process of being manufactured or that has been manufactured by a purified water manufacturing device, detects light in a region illuminated by the inspection beam, and detects a microorganism or a non-microorganism particle included in the water; a measured value specifying portion that specifies a measured value for a number of microorganisms detected and specifies a measured value for a number of non-microorganism particles detected; and a state evaluating portion that evaluates that a problem has occurred in the purified water manufacturing device when either or both the measured value for the number of microorganisms and the measured value for the number of non-microorganism particles are greater than a prescribed value.",
029-598-484-361-592,"Vacuum sewage system with monitoring system and method of use A vacuum sewage system includes a collection station, a vacuum pump, a sewage pump, a collection tank, a control system, a valve pit, a first conduit extending from the collection station to the valve pit, a second conduit extending from the valve pit and terminating in a closed end, a valve located in the valve pit for selectively permitting sewage and waste water to flow from the valve pit toward the collection station upon activation of the valve, an electric air admission controller or a solenoid for selectively opening and closing the valve, a first sensor associated with the electronic air admission controller or the solenoid and a second sensor located adjacent the closed end of the second conduit. The system may be utilized to monitor and remedy various undesirable operating conditions in the system and to perform routines to increase operating efficiency of the system.",
051-834-059-955-671,"Method and apparatus for cleaning large pipes, such as storm drain conduits Apparatus and a method for cleaning accumulated sediment from storm drain conduits and other large-diameter conduits. A nozzle assembly is arranged to deliver a high-volume flow of water at a pressure high enough to loosen sediment from the interior of a conduit and to propel the nozzle assembly and an associated nozzle feed hose upstream within a conduit being cleaned. Water from the nozzle assembly flushes the sediment downstream and is then collected, partially cleaned, and reused in the nozzle assembly. Mud and clay may be left in the water to increase its specific gravity and viscosity. A self-contained portable and mobile system includes a tank and apparatus for removal of high concentrations of entrained or suspended solids, and a pump and conduits for delivering a high-volume flow of water, containing quantities of suspended solids, to the nozzle assembly.",
161-191-526-183-669,"Fluid flow modifier and fluid treatment system incorporating same A fluid flow modifier device comprising: an inlet portion for receiving a flow of fluid; an outlet portion for outputting the flow of fluid; and a flow modifier portion disposed between the inlet portion and the outlet portion, the flow modifier portion comprising an outer portion comprising a closed cross-section to the flow of fluid and an inner porous portion configured such that at least a portion of the flow received in the inlet portion must pass through the inner porous portion to reach the fluid outlet. The fluid flow modifier device is ideally used to transition fluid flow between an fluid supply line and a fluid treatment zone—for example, a pressure water supply line and an ultraviolet radiation treatment device (e.g., drinking water treatment device).",
029-484-381-826-179,"Systems and methods for controlling evaporative fluid loss A system for reducing evaporative cooling water losses using an electric and magnetic field inducing device is disclosed. The device influences a liquid's properties including evaporation rate, diffusion, vapor, heat transfer rate, and/or fluid properties. The device comprises a malleable core with notches and electrically conductive windings wrapped around the flexible core around the notches. An insulative coating isolates the windings from the core. The device is pliable and is wrapped and/or attached around a conduit (e.g., a makeup line or pipe or a recirculating line or pipe of an evaporative cooling tower) with flowing fluid and current is passed through the windings to treat the fluid.",
002-871-770-462-612,Water valve manipulation device A water valve manipulation device includes a socket wrench that has a shaft which is elongated to a length of at least 2.0 meters. The socket wrench can be extended down an access conduit to engage a test whip on a buried water line to facilitate a worker standing on the ground to manipulate the test whip. A gear box is attached to the socket wrench and the gear box has an output shaft that is oriented perpendicular to the socket wrench to engage a corporation valve on the water main. An input shaft is attached to the gear box such that the input shaft drives the gear box when the input shaft is rotated. The input shaft has a length sufficient to expose the engaging knob when the socket wrench is extended down the access conduit thereby facilitating the worker standing on the ground to close the corporation valve.,
094-570-130-016-620,"System for treating residual water Improvements on a system for treating residual water, presents a new solution for the conformation of a system for treating residual water and for such purpose, it basically consists of a lower blanket (1), preferably produced in PVC, and of a cover blanket (2), which is also preferably produced in PVC, in any color, which may be double-faced, including, in the present model still features a reactor (3), a deep chamber (4) and an anaerobic pond (5), and such elements may be excavated in the soil (S) or made of stonemasonry or any kind of suitable material for this purpose.",
098-692-218-775-251,"Automatic back water valve system A valve body is formed in two half sections which are secured together to define a water passage and to confine therebetween a thin gate valve blade for movement between a lower open position and an upper closed position. An actuator includes a flexible bellows sealed to the valve body above the passage and a top plate connected by a rod to the valve blade. The valve body and the bellows define an expandable fluid chamber connected by a bottom port or line to a drain line. The valve body is installed within a water supply line or a sewage drain line extending under a floor. In the event sewage water backs up within the drain line, air within the fluid chamber is compressed to expand the bellows upwardly for closing the valve. When the sewage water flows from the drain line, the air pressure reduces, and the bellows collapses and automatically returns the valve blade to its open position.",
194-884-962-222-379,"PIPE CONNECTION STRUCTURE AND VACUUM-TYPE SEWAGE COLLECTING APPARATUS INCORPORATING THE PIPE CONNECTION STRUCTURE A vacuum-type sewage collecting apparatus collect sewage discharged from a plurality of houses or facilities in an accumulating tank through a vacuum sewage pipe network, the inner pressure of which is negative. The vacuum sewage pipe network includes a plurality of upper stream pipes and lower stream pipes fastened to each other in a branch-like fashion. Each lower stream pipe has a sawtooth-like shape formed by alternately disposed downwardly-sloping portions extending gently downwards toward said accumulating tank, and lift portions fastened to the lowermost portion of a respective downwardly-sloping portion and extending upwardly with a steep slope. The upper stream pipe is connected to the lower stream pipe in a range in which a horizontal plane, which extends through an upper end portion of the lower stream pipe at the position in which the downwardly-sloping portion adjoins the lift portion, is higher than the center of the lower stream pipe. The upper stream pipe opens to the lower stream pipe at a position diagonally above the center of the lower stream pipe as viewed in a plane perpendicular to the pipe central axis. At least a portion of the opening is higher than the horizontal plane, and the upper stream pipe extends from the lower stream pipe diagonally upwards.",
026-774-418-279-655,"Method and device for desalting water The invention pertains to a method and a device for desalting water by reverse osmosis, particularly for desalting seawater, in which saltwater is introduced under a first pressure into a pressure-compensation device and conducted from pressure-compensation device at a second, higher pressure into a membrane module, wherein desalted water and concentrated saltwater are conducted out of membrane module, wherein the concentrated saltwater conducted out of membrane module is continuously introduced at roughly second pressure into pressure-compensation device and used there to apply roughly second pressure to saltwater introduced into pressure-compensation device and to introduce saltwater into membrane module, and wherein the introduction of concentrated saltwater into pressure-compensation device and the conduction of concentrated saltwater out of pressure-compensation device are accomplished by means of controlled main valves. The main valves are subject to high mechanical stresses, particularly during the opening and closing of the valves. To reduce or avoid these, it is provided according to the invention that secondary valves arranged in parallel with main valves are controlled such that load peaks during opening and/or closing of main valves are reduced.",
095-096-764-179-561,"Water delivery apparatus In one representative example, a water delivery apparatus includes a chassis and a water system supported on the chassis. The water system is substantially lead-free and adapted for use with potable water. The system includes a manifold adapted to convey and/or contain water in a substantially leak- proof manner. The manifold extends between an intake connection and a distal terminus valve. The system also includes first, second and third outlet legs and a pump adapted to induce water flow within the manifold principally from the intake connection to one or more of the outlet legs. The system also includes a pressure switch, an accumulator tank and a cycle to stop valve, all of which are operatively connected to the manifold.",
073-469-102-193-170,THE MANAGEMENT OF WATER IN RECIRCULATORY WATER SYSTEMS ,
101-274-005-300-177,"Apparatus for porting a side wall of a conduit from interiorly thereof An apparatus for forming a port in a liner installed in a conduit having a lateral opening inwardly overlaid by the liner so that the port coincides with the lateral opening, including a carriage adjustably positionable longitudinally within the liner adjacent to the lateral opening in the conduit; a brake for locking the carriage in fixed position in the conduit; a power driven port forming tool borne by the carriage in substantial radial relation to the liner for adjustable movement outwardly to liner engagement and inwardly to retraction therefrom, for adjustable movement longitudinally of the carriage, and for adjustable rotational movement about an axis longitudinally of the carriage; control means for controlling the position of the tool on the carriage from a position remote from the carriage; and a television system having a camera mounted on the carriage having a view of the tool and a viewing screen at said remote position.",
181-028-786-165-438,Wastewater evaporating treatment and disposal system A system that treats wastewater by subjecting it to a heat source and destroying the microbes present therein and disposes of the wastewater to the atmosphere through evaporation. The components of the system are designed for in-ground or below-grade placement for aesthetic purposes and to eliminate a need for separate structures for housing or enclosing the system. The system does not generate a discharge as part of its regular operation and thus eliminates the need for disposal to an on-site feature or public sewer utility.,
137-604-190-987-913,"Externally adjustable flow management valve assembly and system A system and valve assembly that is adapted to increase the efficiency of an upstream water meter. By way of the valve assembly entrained water bubbles can be removed from a water supply. This, in turn, increases the density of the water running through the water meter. This ensures that the water meter is not inaccurately including entrained air as metered water. The result is more accurate water readings and reduced utility bills. The assembly can be externally adjusted using an adjustment tool so as to increase or decrease the tension on an interior spring which, in turn, increases or decreases the rate at which the interior block oscillates.",
108-381-426-133-926,"Water treatment system, apparatus and method The invention relates to a water treatment apparatus, method and system for use in the treatment of an open or closed body of water including water in a vessel, pipe, reservoir, river, chamber, lake or similar bodies of water, the water being retained in a water containment means being referenced or tied to ground potential, the apparatus including an energisable material defined as an active electrode being configured and arranged for placement in the body of water, the active electrode being adapted to be energised or electrostatically charged with a negative electrostatic voltage charge from a power supply means, in use, to induce and set up an electrostatic field in the water causing contaminants in the water effected by the induced charge to bond and be removed from the water.",
080-809-108-301-381,"Drinking water purification machine having upstream reservoir, reverse osmosis filter and purified water storage tank The present invention relates to a desktop drinking water machine and includes a reverse osmosis mechanism consisting of a reverse osmosis filter and a pair of active carbon filters. The reverse osmosis mechanism is linked to a pump through an inlet pipe, a pure water pipe connected to a reservoir and an outlet pipe connected to the original reservoir where both pipes link the original reservoir to the pump. A water level sensor in the reservoir is linked with the pump through a processor to control a water pumping operation. When the water level rises above the water level sensor, the pump is initiated and delivers water from the reservoir into the reverse osmosis mechanism. Pure water then flows into the storage tank and waste water flows to the reservoir. When the volume of the water in the reservoir is approximately one-third of the volume of the original water maintained in the reservoir, the pump is deactivated. At this time, the purified water contained in the storage tank approximates two-thirds of the volume of the water in the reservoir which provides for an increased purifying rate.",
138-450-491-653-316,"Water soluble complexing agent for metallic cations A water-soluble complexing agent of metallic cations having a high complexing power and a high threshhold effect, constituted from acrylic copolymers, characterized by the fact that said agent is formed by terpolymers comprising acrylic and methacrylic and itaconic units of the general formula: <IMAGE> in which the indices, expressed in percent by weight have at least a value of 10 for x and y, and a value of 5 for z.",
089-015-785-356-577,"Manhole A manhole for connecting fluid flow between and for providing access to an inlet pipe and an outlet pipe angularly oriented to one another in a sewage, storm water or like fluid handling system. The manhole comprises an upright housing which defines a manhole interior, the housing having first and second essentially planar upstanding outer sidewalls angularly oriented to one another at substantially the same angle as between the inlet and outlet pipes and a curved upstanding outer side wall extending between the first and second planar sidewalls. First and second openings are formed respectively through the first and second planar sidewalls into the manhole interior for receiving respective ends of the inlet and outlet pipes. A base section within the manhole interior defines a curvilinear fluid flow trough between the first and second openings for conveying fluid flow from the inlet pipe to the outlet pipe.",
108-450-619-460-663,"Process and device for improving the treatment of sewage solids Treatment of sewage solids, sand, rubbish and the like, especially for the dumping and/or incineration with a reduced pollutant and moisture content, or similar disposal with the mechanical separation of the solids from a solid-liquid mixture, in which, to obtain the best possible dumping and incineration properties according to moisture and pollutant content, there is a vortex device with the aid of which organic substances adhering to the solids are dissolved and removed with the liquid, preferably to a further biological waste water treatment system, where the treatment of dirty waste water is concerned; in a similar manner, sand, rubbish and similar substances are treated even if they do not form part of waste water.",
085-258-181-175-389,"Protective device and method of use for a lift station water level sensor A protective device for a wastewater sensor of a wastewater lift station is characterized by a protector that is sealed against wastewater intrusion at an upper end and open at a tapered lower end, with the protector disposed about at least a portion of a wastewater level sensor assembly. The protector is retained vertically within the lift station such that the bottom opening is proximate a bottom of the lift station. The protector may be incorporated into a wastewater level sensor assembly for a wastewater lift station utilizing, for example, a float-type water level sensor, a multiple discrete electrode-type water level sensor, or a transducer-type water level sensor.",
026-318-837-950-061,Air scrubber system with pipe assembly for in-line mixing to create an oxidation reduction potential (ORP) in water An air scrubber system including a system for creating an oxidation reduction potential (ORP) in water is disclosed. The system includes a pipe assembly for in-line mixing. The pipe assembly includes a first flow path for water to flow through. The first flow path includes one or more ozone intake ports that are fluidically coupled to one or more ozone output ports of an ozone supply unit. The pipe assembly further includes a second flow path fluidically coupled in parallel with the first flow path. The second flow path includes a control valve that selectively permits a portion of the water to flow through the second flow path to produce a negative pressure in the first flow path so that ozone is drawn into the first flow path through the one or more ozone intake ports and mixed into the water flowing through the first flow path.,
100-868-834-839-956,"Process for the oxidation of materials in water at supercritical temperatures utilizing reaction rate enhancers Disclosed is a method of substantially completely oxidizing material in an aqueous phase at supercritical temperatures and sub- or supercritical pressures by initiating the oxidation in the presence of small amounts of strong oxidizing agents that function to increase the initial reaction rate for the oxidation. The strong oxidizing agents suitable for use in the present invention comprise at least one selected from the group consisting of ozone (O3), hydrogen peroxide (H2O2), salts containing persulfate (S2O82-), salts containing permanganate (MnO4-), nitric acid (HNO3), salts containing nitrate (NO3-), oxyacids of chlorine and their corresponding salts, hypochlorous acid (HOCl), salts containing hypochlorite (OCl-), chlorous acid (HOClO), salts containing chlorite (ClO2-), chloric acid (HOClO2), salts containing chlorate (ClO3), perchloric acid (HOClO3), and salts containing perchlorate (ClO4-).",
049-298-611-042-668,"Water treatment system and method A water treatment system provides treated water to a point of use by removing at least a portion of any hardness-causing species contained in water from a water source, such as municipal water, well water, brackish water and water containing foulants. The water treatment system typically receives water from the water source or a point of entry and purifies the water containing at least some undesirable species before delivering the treated water to a point of use. The water treatment system has a pressurized reservoir system in line with an electrochemical device such as an electrodeionization device. The water treatment system can have a controller for adjusting or regulating at least one operating parameter of the treatment system or a component of the water treatment system. The electrochemical device can be operated at a low current and low flow rate to minimize water splitting or polarization, which minimizes scale formation.",
039-056-151-555-678,Water meter system and method A water meter system and method may provide inline flow monitoring and leak detection that may track real-time water usage. The water meter system and method may utilize one or more dual pressure sensors and/or ultrasonic sensors to detect leaks quickly and automatically turn off a valve. A spool may be utilized that may provide the dual pressure sensors on opposite sides of a ball valve to separate upstream and downstream pressure zones when the valve is closed.,
096-270-361-611-134,"Assembly and system for isolation of waste water in outdoor, open-air wash station A system and method for the collection of waste water generated in the course of maintenance or washing of a large object in an open-air, outdoor environment. The system, in its simplest form, includes a wash deck having a drain located within a valley of the deck, an interceptor drain for separation of particulates and sludge from the wash fluid, an actuator, that is responsive to changes in hydraulic pressure of wash water supply, for opening and closing a waste stream control valve and a waste steam control valve intermediate between the interceptor drain and a sanitary sewer connection. The system of this invention operates independent of elaborate controls and any external power source. Thus, it can be used in relatively remote locations and/or installed in areas where electricity is unavailable, or the presence of electrical current would be incompatible with safety of livestock or thoroughbred race horse.",
150-172-721-790-832,Water treatment Exemplary systems and methods relating to water treatment are described. One implementation filters water through a moving bed media filter sufficient to decrease the water's turbidity. This implementation simultaneously disinfects the filtered water and at least a portion of the moving bed media filter with ultra violet (UV) energy.,
173-508-580-230-727,"Reaction chamber for supercritical water oxidation reactor Fuel mixed in water is combusted in a reactor having an internal operating pressure and temperature greater than 3200 psi and greater than 374° C., where the combustion of the fuel is exothermic. Air and fuel are pressurized for introduction into the reactor to a pressure greater than the internal operating pressure using energy generated from the combustion of the fuel, and the pressurized air and the pressurized fuel are injected into the reactor. Pressurized water from the reactor is injected into a drive water column that is partially filled with water to increase a pressure of the drive water column, and water at a temperature less than 100° C. is injected into the reactor to replace water from the reactor that is injected into the drive water column. Pressurized water from the drive water column is used to drive a hydroelectric drive system to produce electrical power.",
060-341-700-868-663,Leaching system conduit with sub-arch A conduit for dispersing or gathering liquids in the earth has an arch shape cross section and alternating peak and valley corrugations along its length. At one end of the conduit is a sub-arch for receiving a pipe. In one embodiment there is a discontinuous valley by the sub-arch and a continuous web on the peak corrugation near the sub-arch in combination with cantilevered legs. In another embodiment the web is discontinuous while the valley is continuous in the region of the sub-arch. Both essential constructions provide a strong joint when conduits are mated to each other and are buried in the earth and subjected to a load.,
001-019-649-533-052,Process and system for treatment of pig and swine manure for environmental enhancement A low cost efficient method and system for treating animal waste and in particular pig and swine solid and liquid manure to allow removable of undesirable odors and return of sludge and liquid safely to the environment to eliminate or reduce pollution. The method and system include collecting the manure into a central tank and using a continuous process to compress the manure to separate liquid from the solid sludge and transferring the separated liquid to a separate holding tank. The dried out sludge is collected as a residual and can be safely returned to the environment. Calcium carbonate may be added to the residual sludge to reduce odor. A polymer may be added to the pressing stage of the sludge to enhance liquid sludge separation. The separated liquid is then treated with a pressure filter membrane to remove undesirable elements from the liquid after which is filtered and is returned safely to the environment either to a natural stream to a sewage system or for agricultural uses.,
058-129-246-152-090,"Energy conversion method with water recovery A mechanical energy conversion method and system for the restoration of dissipated heat energy, contained in natural or artificial water bodies at or near ambient temperatures, to industrial process heat, mainly in the form of steam up to 200 DEG -400 DEG C. The sensible heat contained in a water body is concentrated as latent heat in low pressure water vapor which is thermo-compressed by steam ejection to an intermediate pressure level, wherefrom mechanical compression takes over, generating highly superheated output steam. The ejecting steam is not generated in a boiler, but is continuously regenerated by the compressor and routed back for repeated ejection. The compressor is driven by a heat engine whose reject heat is collected and upgraded as well. The output of heat energy is essentially equal to the sum of the heating value of the fuel consumed and the intake of latent heat and amounts thus to substantially more than the heating value of the fuel alone.",
123-483-210-475-071,"Composition and improved PH driven method for wastewater separation using an amphoteric dicarboxylate and a cationic destabilizer composition Improved separation of emulsified hydrophobic organic soils can be obtained from aqueous effluents using an amphoteric dicarboxylate surfactant material in combination with cationic destabilizer or floeculent materials. Such a treatment in combination with an acidic pH adjustment causes the rapid separation of hydrophobic organic soils from the aqueous stream, the treated aqueous stream is environmentally compatible. Improved laundry detergents comprising an organic amphoteric carboxylate surfactant and selected nonionic surfactants provide both cleaning for fiber and fabric containing items soiled with substantial quantities of hydrophobic soil. The pH of an effluent generated in such cleaning processes can be adjusted to an acid pH and treated with a cationic material causing a break that permits rapid and substantially complete separation of the hydrophobic organic soils from the effluent. Residual concentrations of organic soil in effluent water can be less than 250 ppm and can be as low as 10 ppm.",
172-770-426-132-069,"Water supply system An apparatus for supplying both hot water and distilled water includes a water distillation unit having a steam generator, a condenser connected with the steam generator for converting steam into distilled water and a holding tank for receiving distilled water from the condenser. The condenser is in heat transfer relation to the interior of a water heater tank. Water level monitors are provided for monitoring the level of water in the steam generator and the holding tank and temperature sensors sense the temperature of water in the steam generator and water heater tank. When the level of water in the holding tank is above a predetermined value, the steam generator is de-energized and feed water is admitted to the steam generator to dilute the contents to a safe temperature before the contents are discharged to drain. The steam generator may be energized in response to the temperature sensor in the water heater tank indicating a demand for hot water or the holding tank level monitor indicating a demand for distilled water. If the demand for distilled water increases the temperature in the water heater tank above a predetermined value, excess hot water is discharged to drain. If the demand for hot water causes the production of distilled water to exceed the capacity of the holding tank, the excess is discharged. The steam generator may alternately be controlled only on the basis of the level of distilled water in the holding tank. First and second auxiliary heaters are provided and are energized, respectively, when the temperature of water in the water heater tank is below a first predetermined temperature value provided that the steam generator is not energized and when the temperature of water in the water heater tank is below a second predetermined temperature regardless of the status of the holding tank.",
147-856-452-971-078,"Water treatment system ultraviolet bulb voltage monitor circuit The specification discloses a circuit for monitoring the status of an ultraviolet (UV) light bulb in a water treatment system. The circuit uses either transformers or zener diodes with opto-isolators to monitor the voltage across the bulb. A logic signal is emitted when abnormally high voltage is detected, for example, indicating that the bulb is burned out, broken, or missing. A logic signal also is emitted when abnormally low voltage is detected, for example, indicating that the starter circuit is short circuited or that power is interrupted.",
174-351-320-687-409,"Remote submerged chain conveyor A remote submerged chain conveyor system separates particles from a coal ash/water slurry from remotely located boiler units. A tank forms an ash holding section, a dewatering section, and an ash settling section. The ash holding section receives the slurry with first and second opposite ends. The dewatering section dewaters the slurry. The settling zone is an elongated trough connected with the ash holding section at one end with a discharge drain trough at near an opposite end. The tank sections are in a generally linear arrangement. A drag chain moves along the ash settling conveying the particles settling from the slurry to the dewatering section opposite to a net flow of water. A flocculant supply line upstream of the ash settling section configured for adding a flocculant promoting an agglomeration of particles into flocs. The flocculant supply line is located in a mixing section with an agitator.",
192-016-339-699-519,"Method and apparatus for extracting water PCT No. PCT/DE94/01186 Sec. 371 Date Mar. 22, 1996 Sec. 102(e) Date Mar. 22, 1996 PCT Filed Oct. 10, 1994 PCT Pub. No. WO95/10342 PCT Pub. Date Apr. 20, 1995The invention relates to a method of extracting water from the ambient air by condensation of air moisture, characterized in that a heat-insulating partition is cooled on one side and heated on the other side by external supply of energy, creating a natural convective air draft on the heated side of the partition, the convective air draft being channelled substantially like a chimney draft and used to recover part of the energy while water is extracted on the cooled side by condensation of air moisture. The invention further relates to an apparatus for carrying out said method. The object underlying the invention is to ensure an appropriate afflux of air and a high degree of efficiency by optimum exploitation of energy.",
008-318-590-076-145,"Alkyl-allylphosphonate copolymer used for boiler water treatment A water soluble isopropenylphosphonic acid copolymer composition and method of use thereof are disclosed. The copolymer comprises repeat units (a) of the formula: <IMAGE> wherein X=OH or OM, wherein M is a cation, and repeat units (b) of the formula: <IMAGE> wherein R1 and R2 are independently hydrogen, C1-10 linear or branched alkyl, phenyl or alkyl substituted phenyl. The copolymers are effective in inhibiting the precipitation of scale forming salts and also act to inhibit corrosion in boiler water systems.",
088-059-177-877-019,"Apparatus and method for the treatment of water containing organic pollutants An apparatus and method for the treatment of contaminated water by biodegradation is provided. In particular, the apparatus and method are suited for the biodegradation of volatile organic compounds (VOC's) such as trichloroethylene and related compounds or benzene and related compounds. The process employs an immobilized soil bioreactor (ISBR) having a headspace re-circulation system.",
001-469-352-678-822,"Solar powered water purifier A solar powered water purifier (1) having a main reservoir (2) for holding unpurified water (18), a collection tube (22) supported within the main reservoir and an inverted conical-shaped lid (11). The conical-shaped lid captures evaporated water from the main reservoir in the form of condensation and directs the condensation toward the collection tube for collection, which diverts water from to outside of the main reservoir for storage and/or use.",
088-761-515-564-972,"System for area pollution control A system for collecting and purifying polluted air over a large geographic area where surface level water channels are used for rainfall drainage. The water channels are covered to render them air passages as well, and air jet engines draw the polluted air from the areas to a purifying station where debris is separated and the polluted air is passed to purifying units before being discharged from the station. The water channels may be covered to provide lineal parks or roadways for light traffic. Also, sewage passages may be incorporated in the system to provide greater area coverage and reduce noxious fumes.",
